Age,Gender,Employment_Status,Disposable_Income,Preferred_Platform,Shopping_Frequency_Per_Month,Current_Mood,Primary_Trigger,Product_Category,Made_Impulse_Purchase
21,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,4,Neutral,Social Media Ad,Gaming/Digital,No
27,Female,Student,"₹5,000 - ₹15,000",Quick Commerce,10,Happy,Heavy Discount,Beauty/Cosmetics,No
32,Female,Employed,"₹5,000 - ₹15,000",Quick Commerce,7,Neutral,Free Shipping Threshold,Gaming/Digital,Yes
34,Other,Employed,"₹5,000 - ₹15,000",E-commerce Website,4,Bored,Social Media Ad,Beauty/Cosmetics,Yes
18,Other,Employed,"₹2,000 - ₹5,000",Quick Commerce,9,Neutral,Social Media Ad,Beauty/Cosmetics,Yes
25,Male,Employed,"Under ₹2,000",E-commerce Website,9,Neutral,Social Media Ad,Clothing,Yes
24,Female,Employed,"Under ₹2,000",E-commerce Website,3,Stressed,Limited Time Flash Sale,Clothing,No
22,Female,Employed,"₹2,000 - ₹5,000",Social Media Stores,4,Stressed,Limited Time Flash Sale,Food/Snacks,Yes
42,Male,Unemployed,"Under ₹2,000",Social Media Stores,7,Sad,Attractive Packaging,Electronics,No
31,Female,Self-employed,"₹5,000 - ₹15,000",Physical In-Store,5,Stressed,Attractive Packaging,Clothing,No
18,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,7,Neutral,Attractive Packaging,Food/Snacks,No
35,Female,Employed,"Under ₹2,000",Physical In-Store,7,Stressed,Limited Time Flash Sale,Electronics,Yes
44,Female,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,2,Bored,Heavy Discount,Food/Snacks,No
36,Male,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,3,Neutral,Free Shipping Threshold,Food/Snacks,No
18,Male,Student,"₹2,000 - ₹5,000",Social Media Stores,2,Bored,Free Shipping Threshold,Electronics,Yes
24,Female,Employed,"₹2,000 - ₹5,000",E-commerce Website,4,Neutral,Heavy Discount,Gaming/Digital,No
38,Male,Employed,"Under ₹2,000",Physical In-Store,1,Happy,Limited Time Flash Sale,Gaming/Digital,Yes
22,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,3,Stressed,Free Shipping Threshold,Food/Snacks,Yes
31,Male,Student,"Above ₹15,000",Quick Commerce,4,Sad,Social Media Ad,Beauty/Cosmetics,No
34,Female,Employed,"Under ₹2,000",E-commerce Website,3,Sad,Social Media Ad,Beauty/Cosmetics,No
20,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,8,Stressed,Attractive Packaging,Food/Snacks,No
27,Female,Employed,"Above ₹15,000",E-commerce Website,2,Bored,Attractive Packaging,Clothing,Yes
18,Female,Employed,"₹5,000 - ₹15,000",Social Media Stores,6,Neutral,Social Media Ad,Clothing,No
19,Female,Student,"₹2,000 - ₹5,000",E-commerce Website,7,Neutral,Heavy Discount,Beauty/Cosmetics,No
25,Female,Self-employed,"₹5,000 - ₹15,000",Physical In-Store,5,Neutral,Social Media Ad,Clothing,No
18,Male,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,3,Stressed,Heavy Discount,Food/Snacks,Yes
41,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,9,Happy,Social Media Ad,Clothing,Yes
18,Female,Self-employed,"Above ₹15,000",E-commerce Website,8,Neutral,Heavy Discount,Beauty/Cosmetics,No
24,Female,Student,"₹5,000 - ₹15,000",Physical In-Store,6,Stressed,Limited Time Flash Sale,Gaming/Digital,Yes
29,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,3,Neutral,Limited Time Flash Sale,Beauty/Cosmetics,Yes
39,Male,Student,"Above ₹15,000",Social Media Stores,0,Neutral,Limited Time Flash Sale,Gaming/Digital,Yes
18,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,10,Bored,Limited Time Flash Sale,Beauty/Cosmetics,Yes
37,Male,Employed,"₹5,000 - ₹15,000",Social Media Stores,4,Sad,Heavy Discount,Clothing,No
28,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,2,Sad,Social Media Ad,Clothing,Yes
20,Male,Employed,"₹5,000 - ₹15,000",Quick Commerce,4,Stressed,Heavy Discount,Beauty/Cosmetics,Yes
31,Female,Employed,"₹5,000 - ₹15,000",Quick Commerce,8,Neutral,Limited Time Flash Sale,Gaming/Digital,No
29,Male,Employed,"Under ₹2,000",Social Media Stores,1,Neutral,Free Shipping Threshold,Food/Snacks,No
23,Male,Self-employed,"₹5,000 - ₹15,000",Quick Commerce,3,Neutral,Attractive Packaging,Clothing,Yes
28,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,5,Happy,Heavy Discount,Beauty/Cosmetics,Yes
24,Male,Student,"₹5,000 - ₹15,000",Social Media Stores,3,Bored,Limited Time Flash Sale,Food/Snacks,Yes
28,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,3,Stressed,Free Shipping Threshold,Beauty/Cosmetics,No
33,Male,Self-employed,"Under ₹2,000",Social Media Stores,4,Neutral,Attractive Packaging,Clothing,No
40,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,2,Stressed,Heavy Discount,Electronics,Yes
18,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,3,Bored,Attractive Packaging,Gaming/Digital,No
45,Female,Employed,"Above ₹15,000",Quick Commerce,7,Neutral,Social Media Ad,Gaming/Digital,Yes
18,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,5,Stressed,Attractive Packaging,Clothing,Yes
26,Male,Student,"₹5,000 - ₹15,000",Social Media Stores,5,Bored,Heavy Discount,Gaming/Digital,No
32,Female,Employed,"₹5,000 - ₹15,000",Social Media Stores,5,Happy,Free Shipping Threshold,Beauty/Cosmetics,No
30,Other,Student,"₹5,000 - ₹15,000",E-commerce Website,8,Happy,Attractive Packaging,Food/Snacks,No
23,Female,Student,"₹5,000 - ₹15,000",E-commerce Website,8,Stressed,Attractive Packaging,Food/Snacks,No
26,Male,Student,"Under ₹2,000",E-commerce Website,4,Stressed,Heavy Discount,Food/Snacks,Yes
24,Other,Employed,"₹5,000 - ₹15,000",Quick Commerce,11,Bored,Social Media Ad,Beauty/Cosmetics,Yes
23,Male,Employed,"₹5,000 - ₹15,000",Quick Commerce,3,Stressed,Attractive Packaging,Beauty/Cosmetics,Yes
34,Male,Unemployed,"₹5,000 - ₹15,000",Social Media Stores,7,Happy,Social Media Ad,Electronics,No
30,Female,Employed,"₹5,000 - ₹15,000",Quick Commerce,7,Neutral,Free Shipping Threshold,Gaming/Digital,Yes
22,Male,Employed,"₹2,000 - ₹5,000",Physical In-Store,5,Neutral,Free Shipping Threshold,Food/Snacks,No
35,Male,Student,"Above ₹15,000",E-commerce Website,3,Bored,Limited Time Flash Sale,Clothing,Yes
30,Male,Student,"₹5,000 - ₹15,000",E-commerce Website,9,Neutral,Social Media Ad,Beauty/Cosmetics,Yes
34,Male,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,6,Stressed,Social Media Ad,Clothing,Yes
33,Female,Employed,"Above ₹15,000",E-commerce Website,5,Happy,Attractive Packaging,Beauty/Cosmetics,No
21,Female,Student,"Above ₹15,000",E-commerce Website,5,Stressed,Heavy Discount,Clothing,No
23,Male,Employed,"₹5,000 - ₹15,000",Social Media Stores,8,Neutral,Heavy Discount,Gaming/Digital,Yes
33,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,3,Happy,Free Shipping Threshold,Food/Snacks,Yes
32,Female,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,6,Bored,Social Media Ad,Gaming/Digital,Yes
27,Female,Student,"₹2,000 - ₹5,000",Physical In-Store,5,Neutral,Free Shipping Threshold,Clothing,Yes
28,Male,Employed,"₹2,000 - ₹5,000",Social Media Stores,5,Neutral,Social Media Ad,Beauty/Cosmetics,Yes
38,Other,Employed,"₹5,000 - ₹15,000",E-commerce Website,6,Stressed,Social Media Ad,Beauty/Cosmetics,No
23,Female,Unemployed,"₹5,000 - ₹15,000",E-commerce Website,7,Stressed,Free Shipping Threshold,Clothing,Yes
32,Male,Self-employed,"₹2,000 - ₹5,000",Social Media Stores,5,Bored,Social Media Ad,Beauty/Cosmetics,Yes
26,Male,Student,"Above ₹15,000",E-commerce Website,4,Bored,Attractive Packaging,Beauty/Cosmetics,Yes
26,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,4,Bored,Social Media Ad,Food/Snacks,Yes
36,Female,Employed,"₹5,000 - ₹15,000",Social Media Stores,5,Neutral,Limited Time Flash Sale,Food/Snacks,Yes
34,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,0,Happy,Social Media Ad,Gaming/Digital,No
34,Female,Self-employed,"Under ₹2,000",E-commerce Website,7,Stressed,Heavy Discount,Electronics,Yes
38,Male,Self-employed,"Above ₹15,000",E-commerce Website,5,Neutral,Limited Time Flash Sale,Beauty/Cosmetics,Yes
28,Female,Student,"₹2,000 - ₹5,000",E-commerce Website,3,Happy,Attractive Packaging,Electronics,No
33,Male,Student,"₹5,000 - ₹15,000",E-commerce Website,0,Neutral,Social Media Ad,Beauty/Cosmetics,No
25,Female,Employed,"₹5,000 - ₹15,000",Physical In-Store,12,Stressed,Free Shipping Threshold,Electronics,No
30,Female,Student,"₹5,000 - ₹15,000",Quick Commerce,6,Neutral,Free Shipping Threshold,Food/Snacks,No
26,Male,Student,"₹5,000 - ₹15,000",E-commerce Website,1,Neutral,Limited Time Flash Sale,Clothing,No
28,Female,Employed,"Under ₹2,000",E-commerce Website,5,Neutral,Attractive Packaging,Gaming/Digital,No
32,Male,Self-employed,"₹2,000 - ₹5,000",E-commerce Website,3,Neutral,Social Media Ad,Gaming/Digital,No
21,Female,Student,"₹5,000 - ₹15,000",Quick Commerce,4,Neutral,Attractive Packaging,Food/Snacks,No
44,Female,Employed,"₹5,000 - ₹15,000",Social Media Stores,5,Neutral,Heavy Discount,Gaming/Digital,Yes
19,Male,Student,"₹2,000 - ₹5,000",E-commerce Website,4,Neutral,Limited Time Flash Sale,Food/Snacks,Yes
18,Male,Student,"₹2,000 - ₹5,000",E-commerce Website,4,Stressed,Heavy Discount,Clothing,No
37,Male,Employed,"Under ₹2,000",E-commerce Website,7,Bored,Limited Time Flash Sale,Gaming/Digital,Yes
34,Female,Student,"₹5,000 - ₹15,000",E-commerce Website,6,Bored,Free Shipping Threshold,Beauty/Cosmetics,Yes
32,Female,Self-employed,"₹2,000 - ₹5,000",E-commerce Website,7,Stressed,Attractive Packaging,Gaming/Digital,Yes
33,Female,Self-employed,"Under ₹2,000",E-commerce Website,5,Neutral,Attractive Packaging,Electronics,Yes
27,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,4,Neutral,Attractive Packaging,Gaming/Digital,No
20,Male,Student,"₹2,000 - ₹5,000",Physical In-Store,5,Stressed,Heavy Discount,Electronics,Yes
28,Other,Employed,"₹5,000 - ₹15,000",Physical In-Store,3,Happy,Social Media Ad,Beauty/Cosmetics,No
22,Male,Student,"₹2,000 - ₹5,000",E-commerce Website,7,Stressed,Social Media Ad,Electronics,No
35,Female,Student,"Above ₹15,000",E-commerce Website,6,Happy,Heavy Discount,Beauty/Cosmetics,No
26,Male,Employed,"₹2,000 - ₹5,000",Quick Commerce,3,Happy,Free Shipping Threshold,Clothing,Yes
21,Male,Employed,"₹2,000 - ₹5,000",Social Media Stores,5,Sad,Social Media Ad,Gaming/Digital,Yes
25,Female,Student,"Above ₹15,000",Quick Commerce,7,Stressed,Free Shipping Threshold,Electronics,Yes
31,Other,Student,"₹2,000 - ₹5,000",E-commerce Website,5,Stressed,Attractive Packaging,Clothing,Yes
23,Other,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,7,Stressed,Heavy Discount,Clothing,Yes
21,Male,Employed,"₹2,000 - ₹5,000",Social Media Stores,5,Stressed,Attractive Packaging,Electronics,Yes
29,Male,Self-employed,"Under ₹2,000",E-commerce Website,4,Neutral,Attractive Packaging,Gaming/Digital,No
29,Female,Unemployed,"₹5,000 - ₹15,000",E-commerce Website,2,Happy,Free Shipping Threshold,Food/Snacks,No
23,Female,Employed,"Above ₹15,000",E-commerce Website,4,Happy,Social Media Ad,Clothing,No
24,Female,Student,"₹2,000 - ₹5,000",E-commerce Website,6,Bored,Heavy Discount,Clothing,Yes
29,Male,Employed,"₹5,000 - ₹15,000",Social Media Stores,5,Stressed,Heavy Discount,Electronics,No
18,Other,Student,"₹5,000 - ₹15,000",Social Media Stores,6,Stressed,Limited Time Flash Sale,Beauty/Cosmetics,Yes
18,Female,Student,"₹2,000 - ₹5,000",Quick Commerce,5,Neutral,Social Media Ad,Beauty/Cosmetics,Yes
22,Female,Employed,"₹5,000 - ₹15,000",Quick Commerce,4,Bored,Attractive Packaging,Food/Snacks,Yes
26,Female,Employed,"₹2,000 - ₹5,000",E-commerce Website,2,Bored,Social Media Ad,Food/Snacks,No
30,Male,Student,"₹2,000 - ₹5,000",Physical In-Store,4,Sad,Free Shipping Threshold,Gaming/Digital,No
39,Other,Employed,"₹2,000 - ₹5,000",Physical In-Store,5,Happy,Heavy Discount,Food/Snacks,Yes
34,Female,Employed,"Above ₹15,000",E-commerce Website,7,Sad,Attractive Packaging,Beauty/Cosmetics,No
26,Female,Student,"₹2,000 - ₹5,000",Physical In-Store,5,Bored,Social Media Ad,Beauty/Cosmetics,Yes
27,Other,Student,"₹5,000 - ₹15,000",E-commerce Website,4,Neutral,Social Media Ad,Gaming/Digital,Yes
19,Female,Student,"₹2,000 - ₹5,000",Physical In-Store,6,Neutral,Free Shipping Threshold,Electronics,No
27,Female,Employed,"₹2,000 - ₹5,000",Social Media Stores,6,Neutral,Free Shipping Threshold,Clothing,No
25,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,3,Bored,Attractive Packaging,Electronics,No
30,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,4,Neutral,Attractive Packaging,Gaming/Digital,No
21,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,6,Stressed,Limited Time Flash Sale,Electronics,Yes
32,Male,Student,"₹2,000 - ₹5,000",Quick Commerce,3,Bored,Heavy Discount,Beauty/Cosmetics,Yes
40,Male,Student,"Above ₹15,000",Social Media Stores,6,Bored,Limited Time Flash Sale,Gaming/Digital,Yes
27,Male,Student,"Under ₹2,000",E-commerce Website,4,Bored,Limited Time Flash Sale,Gaming/Digital,Yes
31,Male,Student,"₹5,000 - ₹15,000",Quick Commerce,5,Neutral,Social Media Ad,Food/Snacks,No
33,Male,Student,"₹5,000 - ₹15,000",E-commerce Website,6,Neutral,Social Media Ad,Electronics,No
24,Male,Employed,"₹5,000 - ₹15,000",Quick Commerce,1,Bored,Attractive Packaging,Beauty/Cosmetics,Yes
29,Male,Student,"Above ₹15,000",E-commerce Website,5,Sad,Social Media Ad,Clothing,No
28,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,6,Stressed,Social Media Ad,Beauty/Cosmetics,Yes
28,Female,Employed,"₹2,000 - ₹5,000",Physical In-Store,7,Bored,Heavy Discount,Clothing,Yes
21,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,3,Happy,Social Media Ad,Food/Snacks,No
28,Female,Student,"₹2,000 - ₹5,000",Quick Commerce,5,Happy,Free Shipping Threshold,Electronics,Yes
31,Female,Self-employed,"Under ₹2,000",Social Media Stores,2,Bored,Attractive Packaging,Beauty/Cosmetics,Yes
39,Male,Unemployed,"Above ₹15,000",E-commerce Website,2,Bored,Heavy Discount,Clothing,Yes
35,Female,Student,"Under ₹2,000",E-commerce Website,7,Stressed,Limited Time Flash Sale,Food/Snacks,Yes
45,Other,Employed,"₹5,000 - ₹15,000",E-commerce Website,0,Stressed,Free Shipping Threshold,Beauty/Cosmetics,No
21,Female,Self-employed,"₹5,000 - ₹15,000",Physical In-Store,3,Happy,Free Shipping Threshold,Clothing,Yes
34,Male,Employed,"₹5,000 - ₹15,000",Quick Commerce,9,Stressed,Limited Time Flash Sale,Electronics,Yes
29,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,7,Stressed,Free Shipping Threshold,Clothing,Yes
45,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,4,Neutral,Social Media Ad,Beauty/Cosmetics,No
21,Female,Employed,"₹2,000 - ₹5,000",Quick Commerce,6,Neutral,Attractive Packaging,Beauty/Cosmetics,No
21,Other,Employed,"₹5,000 - ₹15,000",E-commerce Website,5,Stressed,Free Shipping Threshold,Gaming/Digital,No
23,Female,Self-employed,"₹2,000 - ₹5,000",E-commerce Website,5,Neutral,Limited Time Flash Sale,Clothing,Yes
18,Female,Employed,"Above ₹15,000",E-commerce Website,6,Bored,Heavy Discount,Beauty/Cosmetics,No
23,Male,Student,"Under ₹2,000",E-commerce Website,5,Bored,Social Media Ad,Beauty/Cosmetics,No
21,Other,Employed,"₹2,000 - ₹5,000",E-commerce Website,9,Stressed,Social Media Ad,Food/Snacks,No
29,Female,Employed,"₹2,000 - ₹5,000",Physical In-Store,6,Bored,Social Media Ad,Electronics,Yes
30,Male,Student,"₹5,000 - ₹15,000",Social Media Stores,9,Sad,Free Shipping Threshold,Beauty/Cosmetics,No
43,Female,Employed,"₹5,000 - ₹15,000",Social Media Stores,3,Happy,Limited Time Flash Sale,Beauty/Cosmetics,Yes
35,Male,Self-employed,"₹2,000 - ₹5,000",Social Media Stores,8,Neutral,Heavy Discount,Clothing,Yes
23,Male,Employed,"Under ₹2,000",Quick Commerce,4,Neutral,Heavy Discount,Clothing,No
20,Female,Student,"₹2,000 - ₹5,000",E-commerce Website,5,Stressed,Social Media Ad,Beauty/Cosmetics,Yes
31,Male,Student,"₹2,000 - ₹5,000",E-commerce Website,5,Stressed,Social Media Ad,Gaming/Digital,Yes
18,Female,Employed,"₹5,000 - ₹15,000",Social Media Stores,10,Bored,Free Shipping Threshold,Electronics,Yes
42,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,2,Stressed,Heavy Discount,Clothing,No
37,Male,Employed,"₹5,000 - ₹15,000",Physical In-Store,12,Bored,Attractive Packaging,Beauty/Cosmetics,Yes
24,Other,Employed,"₹2,000 - ₹5,000",Physical In-Store,4,Neutral,Limited Time Flash Sale,Beauty/Cosmetics,Yes
18,Male,Student,"Above ₹15,000",Social Media Stores,5,Stressed,Heavy Discount,Food/Snacks,Yes
38,Female,Student,"₹2,000 - ₹5,000",Physical In-Store,8,Sad,Limited Time Flash Sale,Gaming/Digital,Yes
27,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,3,Happy,Attractive Packaging,Electronics,Yes
37,Female,Student,"₹5,000 - ₹15,000",E-commerce Website,7,Bored,Heavy Discount,Clothing,No
18,Female,Self-employed,"₹2,000 - ₹5,000",Social Media Stores,6,Bored,Limited Time Flash Sale,Beauty/Cosmetics,Yes
23,Female,Student,"₹2,000 - ₹5,000",E-commerce Website,5,Stressed,Social Media Ad,Beauty/Cosmetics,Yes
28,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,3,Neutral,Heavy Discount,Electronics,Yes
28,Female,Employed,"Under ₹2,000",Social Media Stores,9,Happy,Attractive Packaging,Clothing,No
24,Male,Employed,"₹2,000 - ₹5,000",Social Media Stores,2,Neutral,Limited Time Flash Sale,Beauty/Cosmetics,No
32,Female,Employed,"₹2,000 - ₹5,000",E-commerce Website,5,Bored,Heavy Discount,Beauty/Cosmetics,No
19,Other,Employed,"Under ₹2,000",E-commerce Website,8,Stressed,Attractive Packaging,Electronics,Yes
26,Female,Employed,"₹2,000 - ₹5,000",E-commerce Website,11,Bored,Social Media Ad,Electronics,No
28,Female,Employed,"₹2,000 - ₹5,000",Quick Commerce,4,Stressed,Free Shipping Threshold,Food/Snacks,No
32,Female,Employed,"Under ₹2,000",Physical In-Store,5,Stressed,Social Media Ad,Gaming/Digital,No
33,Female,Employed,"Under ₹2,000",E-commerce Website,5,Neutral,Heavy Discount,Food/Snacks,No
19,Female,Employed,"₹5,000 - ₹15,000",E-commerce Website,4,Neutral,Heavy Discount,Gaming/Digital,No
18,Male,Employed,"₹5,000 - ₹15,000",Social Media Stores,2,Neutral,Free Shipping Threshold,Gaming/Digital,No
38,Male,Employed,"Above ₹15,000",Social Media Stores,5,Bored,Free Shipping Threshold,Clothing,Yes
30,Female,Self-employed,"Under ₹2,000",E-commerce Website,8,Happy,Limited Time Flash Sale,Food/Snacks,Yes
22,Female,Employed,"Under ₹2,000",E-commerce Website,5,Bored,Free Shipping Threshold,Clothing,No
40,Male,Employed,"Under ₹2,000",Quick Commerce,9,Neutral,Free Shipping Threshold,Electronics,No
28,Male,Student,"₹5,000 - ₹15,000",Social Media Stores,2,Happy,Free Shipping Threshold,Electronics,Yes
37,Male,Employed,"₹5,000 - ₹15,000",Quick Commerce,11,Bored,Social Media Ad,Gaming/Digital,Yes
28,Other,Employed,"₹2,000 - ₹5,000",Quick Commerce,4,Neutral,Limited Time Flash Sale,Beauty/Cosmetics,Yes
44,Female,Self-employed,"₹5,000 - ₹15,000",E-commerce Website,9,Stressed,Free Shipping Threshold,Gaming/Digital,Yes
42,Male,Employed,"₹5,000 - ₹15,000",E-commerce Website,1,Bored,Limited Time Flash Sale,Gaming/Digital,No
26,Male,Employed,"Above ₹15,000",Social Media Stores,4,Happy,Free Shipping Threshold,Clothing,No
35,Male,Student,"Under ₹2,000",E-commerce Website,4,Happy,Limited Time Flash Sale,Gaming/Digital,Yes
33,Male,Employed,"Under ₹2,000",E-commerce Website,4,Stressed,Limited Time Flash Sale,Electronics,Yes
38,Male,Self-employed,"₹2,000 - ₹5,000",E-commerce Website,7,Sad,Free Shipping Threshold,Food/Snacks,No
20,Female,Student,"Under ₹2,000",Quick Commerce,3,Stressed,Free Shipping Threshold,Gaming/Digital,Yes
33,Other,Student,"Above ₹15,000",Physical In-Store,6,Stressed,Limited Time Flash Sale,Electronics,Yes
36,Male,Employed,"₹2,000 - ₹5,000",E-commerce Website,2,Sad,Heavy Discount,Gaming/Digital,Yes
18,Male,Employed,"₹5,000 - ₹15,000",Social Media Stores,10,Happy,Limited Time Flash Sale,Beauty/Cosmetics,Yes
18,Male,Employed,"₹2,000 - ₹5,000",Quick Commerce,5,Stressed,Social Media Ad,Electronics,Yes
18,Female,Employed,"₹2,000 - ₹5,000",Quick Commerce,2,Neutral,Attractive Packaging,Gaming/Digital,Yes
